course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02859	006	A HTG	S	100		001		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm08:00am	1:50pm08:50am	140 JSB 359 MCKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	12 / 30	0
02859	006	A HTG	S	100		002		DAY	American Heritage	Madsen, Grant	3	MWTh	11:00am09:00am	11:50am09:50am	140 JSB 2111 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		003		DAY	American Heritage	Madsen, Grant	3	MWTh	11:00am09:00am	11:50am09:50am	140 JSB 2113 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		004		DAY	American Heritage	Madsen, Grant	3	MWTh	11:00am10:00am	11:50am10:50am	140 JSB 2113 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		005		DAY	American Heritage	Madsen, Grant	3	MWTh	12:00pm12:00pm	12:50pm12:50pm	140 JSB 127 MARB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		006		DAY	American Heritage	Madsen, Grant	3	MWTh	12:00pm12:00pm	12:50pm12:50pm	140 JSB 1117 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		007		DAY	American Heritage	Madsen, Grant	3	MWTh	12:00pm12:00pm	12:50pm12:50pm	140 JSB B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		008		DAY	American Heritage	Madsen, Grant	3	MWTh	12:00pm12:00pm	12:50pm12:50pm	140 JSB 392 CB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	5 / 30	0
02859	006	A HTG	S	100		009		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 270 TNRB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 30	0
02859	006	A HTG	S	100		010		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	5 / 30	0
02859	006	A HTG	S	100		011		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 2110 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 12	0
02859	006	A HTG	S	100		012		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 2110 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 9	0
02859	006	A HTG	S	100		013		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 2110 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	5 / 9	0
02859	006	A HTG	S	100		014		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm2:00pm	1:50pm2:50pm	140 JSB B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 15	0
02859	006	A HTG	S	100		015		DAY	American Heritage	Madsen, Grant	3	MWTh	1:00pm2:00pm	1:50pm2:50pm	140 JSB B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 15	0
02859	006	A HTG	S	100		016		DAY	American Heritage	Madsen, Grant	3	MWTh	12:00pm3:00pm	12:50pm3:50pm	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 30	0
02859	006	A HTG	S	100		017		DAY	American Heritage	Madsen, Grant	3	MWTh	12:00pm3:00pm	12:50pm3:50pm	140 JSB 393 CB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	11 / 30	0
02859	006	A HTG	S	100		018		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm08:00am	12:50pm08:50am	140 JSB 174 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	15 / 30	0
02859	006	A HTG	S	100		019		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 30	0
02859	006	A HTG	S	100		020		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 171 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	10 / 30	0
02859	006	A HTG	S	100		021		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 171 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		022		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 174 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		023		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 175 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	5 / 30	0
02859	006	A HTG	S	100		024		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 179 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 15	0
02859	006	A HTG	S	100		025		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 179 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	8 / 15	0
02859	006	A HTG	S	100		026		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 30	0
02859	006	A HTG	S	100		027		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am08:00am	11:50am08:50am	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 30	0
02859	006	A HTG	S	100		028		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am2:00pm	11:50am2:50pm	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 20	0
02859	006	A HTG	S	100		029		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		030		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	11 / 30	0
02859	006	A HTG	S	100		031		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		032		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 114 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		033		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		034		DAY	American Heritage	Madsen, Grant	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 171 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		035		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 174 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		036		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		037		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 114 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		038		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		039		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	5 / 30	0
02859	006	A HTG	S	100		040		DAY	American Heritage	Madsen, Grant	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	5 / 30	0
02859	006	A HTG	S	100		041		DAY	American Heritage	Madsen, Grant	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		042		DAY	American Heritage	Madsen, Grant	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 30	0
02859	006	A HTG	S	100		044		DAY	American Heritage	Madsen, Grant	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100 section 044: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.INTERNATIONAL	1 / 30	0
02859	006	A HTG	S	100		045		DAY	American Heritage	Madsen, Grant	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100 section 045: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.INTERNATIONAL	3 / 30	0
02859	006	A HTG	S	100		046		DAY	American Heritage	Madsen, Grant	3	MWF	1:00pm2:00pm	1:50pm2:50pm	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 10	0
02859	006	A HTG	S	100		047		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	09:00am08:00am	09:50am08:50am	250 SWKT 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 30	0
02859	006	A HTG	S	100		048		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	09:00am09:00am	09:50am09:50am	250 SWKT B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		049		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	09:00am08:00am	09:50am08:50am	250 SWKT B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	9 / 30	0
02859	006	A HTG	S	100		050		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	10:00am10:00am	10:50am10:50am	250 SWKT B135 JFSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		051		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	2:00pm1:00pm	2:50pm1:50pm	250 SWKT W210 TNRB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	10 / 15	0
02859	006	A HTG	S	100		052		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	2:00pm2:00pm	2:50pm2:50pm	250 SWKT 136 TMCB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	13 / 30	0
02859	006	A HTG	S	100		053		DAY	American Heritage	Kimball, Richard Ian	3	MWTh	2:00pm3:00pm	2:50pm3:50pm	250 SWKT 1018 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	14 / 30	0
02859	006	A HTG	S	100		054		DAY	American Heritage	Kimball, Richard Ian	3	MWF	09:00am08:00am	09:50am08:50am	250 SWKT 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	8 / 30	0
02859	006	A HTG	S	100		055		DAY	American Heritage	Kimball, Richard Ian	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		056		DAY	American Heritage	Kimball, Richard Ian	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		057		DAY	American Heritage	Kimball, Richard Ian	3	MWF	09:00am1:00pm	09:50am1:50pm	250 SWKT 175 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 15	0
02859	006	A HTG	S	100		058		DAY	American Heritage	Kimball, Richard Ian	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 114 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		059		DAY	American Heritage	Kimball, Richard Ian	3	MWF	10:00am12:00pm	10:50am12:50pm	250 SWKT 178 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
