course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02859	006	A HTG	2	100		001		SALT LAKE	American Heritage	Latimer, Brett	3	MW	4:25pm	6:55pm	316 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	20 / 45	0
02859	006	A HTG	2	100		003		SALT LAKE	American Heritage	Shrum, Joan	3	MW	09:15am	11:45am	316 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	20 / 45	0
08961	000	ACC	2	200		001		SALT LAKE	Principles of Accounting	Kimball, McKell	3	TTh	2:45pm	5:10pm	306 SLC 		14 / 20	0
08966	001	ACC	2	241		002		DAY	Business Law	Wood, Ryan	3	MWThF	11:00am	12:15pm	W208 TNRB 	ACC 241: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.This class is restricted to majors within this college.	30 / 60	0
00062	006	ACC	2	591	R	001		DAY	Readings & Conference	Wilks, Jeff	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	9 / 10	0
02997	002	ACC	2	599	R	001		DAY	Academic Internship	Cottrell, David	3V	TBA	TBA	TBA	TBA 	ACC 599R: An APPROVED Internship Application is required before adding.This class requires internship coordinator approval.	25 / 40	0
02997	002	ACC	2	599	R	002		ST ABROAD	Academic Internship		3V	TBA	TBA	TBA	TBA 	ACC 599R: An APPROVED Internship Application is required before adding.This class requires departmental approval.	98 / 99	0
11744	000	AM ST	2	399	R	001		DAY	Academic Internship	Roberts, Brian	6V	TBA	TBA	TBA	TBA 	AM ST 399R: An APPROVED Internship Application is required before adding.This class requires internship coordinator approval.	5 / 5	0
11181	000	ANES	2	353	R	001		ST ABROAD	Archaeological Fieldwork in NE	Huntsman, Eric	2	TBA	TBA	TBA	TBA 		14 / 15	0
11181	000	ANES	2	353	R	002		DAY	Archaeological Fieldwork in NE	Huntsman, Eric	2	TBA	TBA	TBA	TBA 		10 / 10	0
