course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02859	006	A HTG	1	100		001		SALT LAKE	American Heritage	Fish, Rick Latimer, Brett[+]	3	MW	2:45pm	5:10pm	413 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	44 / 70	0	
02859	006	A HTG	1	100		002		SALT LAKE	American Heritage	Latimer, Brett	3	TTh	5:15pm	7:40pm	411 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	42 / 58	0	
02859	006	A HTG	1	100		003		SALT LAKE	American Heritage	Fish, Rick	3	MW	10:15am	12:45pm	413 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	48 / 70	0	
08961	000	ACC	1	200		001		DAY	Principles of Accounting	Lewis, Troy	3	MTWTh	08:00am	09:15am	151 TNRB 	ACC 200: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	75 / 225	0	
08961	000	ACC	1	200		002		SALT LAKE	Principles of Accounting	Bird, Angel	3	TTh	5:15pm	7:40pm	312 SLC 	ACC 200: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	19 / 40	0	
08966	001	ACC	1	241		001		DAY	Business Law	Wood, Ryan	3	MTWTh	12:30pm	1:50pm	W208 TNRB 	ACC 241: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.This class is restricted to majors within this college.	26 / 55	0	
08966	001	ACC	1	241		002		SALT LAKE	Business Law	Droubay, Christopher Mills, Brian[+]	3	TTh	5:15pm	7:40pm	425 SLC 	ACC 241: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.This class is restricted to majors within this college.	23 / 30	0	
00015	042	ACC	1	310		001		DAY	Principles of Acctg 2	Stocks, Kevin	3	MTWTh	09:30am	10:45am	W308 TNRB 	ACC 310:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 55	0	
00015	042	ACC	1	310		002		DAY	Principles of Acctg 2	Stocks, Kevin	3	MTWTh	12:30pm	1:45pm	W308 TNRB 	ACC 310:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	18 / 55	0	
09755	001	ACC	1	545		001		DAY	International Accounting	Burton, Greg	3	MTWThF	08:00am	10:45am	W240 TNRB 	This class is for majors only.	31 / 40	0	
09755	001	ACC	1	545		002	N	ST ABROAD	International Accounting		3	TBA	TBA	TBA	TBA 	This class is for majors only.	78 / 99	0	
06148	003	ACC	1	563		001		DAY	Taxation of Partnerships	Worsham, Ron	3	TThF	08:00am	10:45am	270 TNRB 	This class is for majors only.	2 / 35	0	
06150	002	ACC	1	565	R	001		DAY	Current Tax Policy	Barrick, John	3	MWF	08:00am	10:45am	W110 TNRB 	ACC 565R section 001:  State and Local TaxationThis class is for majors only.	5 / 30	0	
00062	006	ACC	S	591	R	001		DAY	Readings & Conference	Wilks, Jeff	3V	TBA	TBA	TBA	TBA 	This class is for majors only.	10 / 10	0	
00062	006	ACC	1	591	R	002		ST ABROAD	Readings & Conference		3	TBA	TBA	TBA	TBA 	This class is for majors only.	99 / 99	0	
00062	006	ACC	1	591	R	003		ST ABROAD	Readings & Conference	Hobson, Scott	3	TBA	TBA	TBA	TBA 	ACC 591R section 003: Ghana Accounting Field StudyThis class is for majors only.	88 / 99	0	
02997	002	ACC	1	599	R	001		DAY	Academic Internship	Stewart, Dave	3V	TBA	TBA	TBA	TBA 	ACC 599: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	26 / 30	0	
02997	002	ACC	S	599	R	002		DAY	Academic Internship	Stewart, Dave	3V	TBA	TBA	TBA	TBA 	ACC 599: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	12 / 20	0	
11744	000	AM ST	1	399	R	001		DAY	Academic Internship	Matthews, Kristin	6V	TBA	TBA	TBA	TBA 	AM ST 399R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	5 / 5	0	
11744	000	AM ST	S	399	R	002		DAY	Academic Internship	Matthews, Kristin	6V	TBA	TBA	TBA	TBA 	AM ST 399R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	5 / 5	0	
11181	000	ANES	1	353	R	001	N	ST ABROAD	Archaeological Fieldwork in NE		3V	TBA	TBA	TBA	TBA 		90 / 99	0	
00300	007	ANTHR	1	101		001		DAY	Social/Cultural Anthropology	Buonforte, Richard	3	MWF	10:00am	11:50am	374 TNRB 	ANTHR 101: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	19 / 40	0	
