course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02859	006	A HTG	S	100		002		DAY	American Heritage	Pope, Jeremy	3	MWTh	11:00am09:00am	11:50am09:50am	140 JSB 249L SFH 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	2 / 30	0
02859	006	A HTG	S	100		004		DAY	American Heritage	Pope, Jeremy	3	MWTh	11:00am09:00am	11:50am09:50am	140 JSB 257 RB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	10 / 30	0
02859	006	A HTG	S	100		005		DAY	American Heritage	Pope, Jeremy	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	0 / 30	0
02859	006	A HTG	S	100		007		DAY	American Heritage	Pope, Jeremy	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	0 / 15	0
02859	006	A HTG	S	100		008		DAY	American Heritage	Pope, Jeremy	3	MWF	1:00pm2:00pm	1:50pm2:50pm	140 JSB 182 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	9 / 30	0
02859	006	A HTG	S	100		010		DAY	American Heritage	Pope, Jeremy	3	MWF	12:00pm09:00am	12:50pm09:50am	140 JSB 179 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	9 / 30	0
02859	006	A HTG	S	100		011		DAY	American Heritage	Pope, Jeremy	3	MWF	12:00pm09:00am	12:50pm09:50am	140 JSB 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	3 / 15	0
02859	006	A HTG	S	100		012		DAY	American Heritage	Pope, Jeremy	3	MWTh	12:00pm1:00pm	12:50pm1:50pm	140 JSB 204 RB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	5 / 30	0
02859	006	A HTG	S	100		015		DAY	American Heritage	Pope, Jeremy	3	MWF	12:00pm08:00am	12:50pm08:50am	140 JSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	10 / 30	0
02859	006	A HTG	S	100		016		DAY	American Heritage	Pope, Jeremy	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduA HTG 100:  Additional seats for specific sections may be available to Freshman Mentoring participants through envelopes.	0 / 30	0
